"","country","year","countryn","cabinet_name","govern","sstran","openc","unemp","elderly","deindust","GDP_head_o","realgdpgr","inflation","gov_left2_m","instcons","fed","vturn","duration","succession","cs1","cs2","per504_505_g","soci","chri","ecol","libe","cons","oldage_pmp","health_pmp","almp_pmp","unemp_pmp","educ_gdp","ud","Debt_GDP","debt","deficit","adjustdef","interest","grossu","netu","adjcov","COUNTRY.ABBREV","CCODE","ISOCODE","TOTGEN","UEGEN","SKGEN","PGEN","APWWage","US100","UC1000","SS100","SC1000","MPS100","MPC1000","SPS100","SPC1000","UEQUAL","UEDUR","UEWAIT","UECOV","SICKQUAL","SICKDUR","SICKWAIT","SICKCOV","PQUAL","PFUND","AVGPER","PENCOV","MRET","FRET","LEXP65"
"790","Switzerland",2003,21,"Bundesrat 1999",2111,11.6103916168213,79.3787231445312,3.87943410873413,15.6643896102905,72.50237,36.176609375,0.0210857521742582,0.638313412666321,29.4949989318848,5,2,45.2000007629395,1456,1,2003,25.5,1.18319606781006,0.29479768872261,0.202312141656876,0,0.248554915189743,0,11.8000001907349,5.90000009536743,0.699999988079071,1,5.53839015960693,19.8999996185303,28.261999130249,57.4598236083984,-1.02081632614136,-0.29462930560112,2.65875005722046,781.700012207031,734.799987792969,44.0999984741211,"CHE",16,756,36.9,13.8,13,10.1,65256,0.725,0.836,1,1,0.336,0.436,0.398,0.586,78,104,5,0.98,1040,26,0,1,45,0.5,NA,1,65,63,19.35
"791","Switzerland",2004,21,"Bundesrat 2003",2112,11.5421199798584,83.3145599365234,4.14733123779297,15.7726697921753,72.9255,37.70432421875,2.42113614082336,0.802865505218506,30.3449993133545,5,2,45.2000007629395,1463,1,2004,27,4.62990045547485,0.304093569517136,0.163742691278458,0,0.210526317358017,0,12.1000003814697,5.90000009536743,0.800000011920929,1,5.4543399810791,19.5,28.0659999847412,57.905143737793,-1.16747522354126,-0.540197670459747,2.74016666412354,770.5,724.299987792969,NA,"CHE",16,756,36.9,13.6,13,10.4,64419,0.725,0.836,1,1,0.339,0.438,0.402,0.591,78,80,5,0.98,1040,26,0,1,45,0.5,NA,1,65,63,19.9
"792","Switzerland",2005,21,"Bundesrat 2003",2112,11.4754648208618,88.5188369750977,4.15757417678833,15.912130355835,72.90609,39.43199609375,2.6949520111084,1.17197072505951,30.3449993133545,5,2,45.2000007629395,1463,1,2005,28.5,4.62990045547485,0.304093569517136,0.163742691278458,0,0.210526317358017,0,11.8999996185303,6,0.699999988079071,0.899999976158142,5.2188401222229,19.2999992370605,28.1019992828369,56.16455078125,-0.160467743873596,0.218137845396996,2.09549999237061,770,723.799987792969,46.5999984741211,"CHE",16,756,37,13.7,13,10.4,65320,0.725,0.831,1,1,0.342,0.44,0.399,0.58,78,80,5,0.99,1040,26,0,1,45,0.5,NA,1,65,63,19.9
"793","Switzerland",2006,21,"Bundesrat 2003",2112,10.904806137085,93.6222763061523,3.77894496917725,16.095329284668,72.77354,41.17157421875,3.75155663490295,1.05950462818146,30.3449993133545,5,2,45.2000007629395,1463,1,2006,30,4.62990045547485,0.304093569517136,0.163742691278458,0,0.210526317358017,0,11.5,5.69999980926514,0.600000023841858,0.800000011920929,4.98153018951416,18.8999996185303,25.1949996948242,49.9944877624512,1.24579012393951,1.08516108989716,2.51708340644836,767.299987792969,721.200012207031,NA,"CHE",16,756,36.9,13.5,13,10.4,65995,0.725,0.831,1,1,0.34,0.437,0.406,0.589,78,80,5,0.98,1040,26,0,1,45,0.5,NA,1,65,64,20.3
"794","Switzerland",2007,21,"Bundesrat 2003",2112,10.5124082565308,98.8086471557617,3.41733288764954,16.3010501861572,72.72798,44.1693203125,3.84571814537048,0.732349514961243,30.3449993133545,5,2,48.2999992370605,1463,1,2007,31.5,4.62990045547485,0.304093569517136,0.163742691278458,0,0.210526317358017,0,11.6000003814697,5.59999990463257,0.600000023841858,0.600000023841858,4.71197986602783,18.5,23.2159996032715,50.004581451416,1.56820011138916,0.865833938121796,2.92674994468689,767,721,49.5,"CHE",16,756,36.9,13.6,13,10.3,68280,0.726,0.836,1,1,0.338,0.434,0.396,0.583,78,80,5,0.98,1040,26,0,1,45,0.5,NA,1,65,64,20.4
"795","Switzerland",2008,21,"Bundesrat 2008",2113,10.0903511047363,97.4416275024414,3.18876910209656,16.4860897064209,73.12799,46.38580078125,2.16425609588623,2.4260528087616,25.7724990844727,5,2,48.2999992370605,1463,1,2008,33,2.13366365432739,0.257485032081604,0.185628741979599,0,0.185628741979599,0,11.3999996185303,6,0.300000011920929,0.5,4.89284992218018,17.5,22.3759994506836,45.4873847961426,2.33127164840698,1.52956056594849,2.8968334197998,752.200012207031,707,NA,"CHE",16,756,37.1,13.8,13,10.4,67926,0.725,0.834,1,1,0.337,0.423,0.403,0.586,52,80,5,0.98,1040,26,0,1,45,0.5,NA,1,65,64,20.6
"796","Switzerland",2009,21,"Bundesrat 2008",2113,11.2438011169434,89.688720703125,4.06149005889893,16.6915798187256,73.81573,43.284421875,-1.93683075904846,-0.48047661781311,25.7724990844727,5,2,48.2999992370605,1099,1,2009,34.5,2.13366365432739,0.257485032081604,0.185628741979599,0,0.185628741979599,0,NA,NA,NA,NA,5.05966997146606,17.2999992370605,20.7229995727539,44.5229148864746,1.10960912704468,1.42027139663696,2.20266675949097,753.700012207031,708.5,47.7999992370605,"CHE",16,756,36.8,13.8,13,10,75376,0.726,0.832,1,1,0.316,0.405,0.372,0.541,52,80,5,0.98,1040,26,0,1,45,0.5,NA,1,65,64,20.6
"797","Switzerland",2010,21,"Bundesrat 2008",2113,11.171648979187,92.1994400024414,4.24322414398193,16.8522891998291,73.47345,45.43919140625,2.95322179794312,0.688227117061615,25.7724990844727,5,2,48.2999992370605,1099,1,2010,36,2.13366365432739,0.257485032081604,0.185628741979599,0,0.185628741979599,0,NA,NA,NA,NA,4.94786977767944,17.2000007629395,20.2399997711182,43.1577110290527,0.61314058303833,0.775663733482361,1.63191664218903,748.099975585938,703.299987792969,49.0999984741211,"CHE",16,756,37.1,13.9,13,10.2,76130,0.726,0.853,1,1,0.322,0.412,0.386,0.56,52,80,5,NA,1040,26,0,1,45,0.5,NA,1,65,64,20.75
"798","Switzerland",2011,21,"Bundesrat 2008",2113,11.003830909729,91.6382598876953,3.75731897354126,17.029260635376,73.43087,45.91486328125,1.79028236865997,0.23135045170784,25.7724990844727,5,2,48.5,1099,1,2011,37.5,2.13366365432739,0.257485032081604,0.185628741979599,0,0.185628741979599,0,NA,NA,NA,NA,4.99342012405396,NA,NA,42.2733497619629,1.06534838676453,1.12302815914154,1.47133338451385,NA,NA,NA,"CHE",16,756,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,52,80,5,NA,1040,26,0,1,45,NA,NA,1,65,64,NA
"799","United Kingdom",1970,22,"Wilson II",2203,8.84790992736816,43.5646018981934,2.22569799423218,13.033860206604,51.9872,12.78687109375,2.55503988265991,6.36656761169434,86.6450042724609,0,0,72.1999969482422,1536,1,1970,0,3.5,1,0,0,0,0,NA,NA,NA,NA,NA,44.7999992370605,NA,69.5192947387695,5.60297918319702,NA,8.6341667175293,11179,10061.099609375,73.3000030517578,"GBR",17,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"800","United Kingdom",1971,22,"Heath",2204,8.73628044128418,43.302791595459,2.79956603050232,13.247389793396,53.24643,12.9119208984375,2.3351047039032,9.44484043121338,20.6849994659424,0,0,72.1999969482422,1354,1,1971,0,6.19999980926514,0,0,0,0,1,NA,NA,NA,NA,5.03205013275146,45.2000007629395,NA,71.9186859130859,3.96767139434814,NA,7.86833333969116,11128,10015.2001953125,NA,"GBR",17,826,25.9,5.6,10.8,9.5,1560,0.541,0.693,0.541,0.693,0.258,0.342,0.264,0.34,26,52,3,0.76,50,26,3,0.76,10,0.5,10,0.89,65,60,14.1
"801","United Kingdom",1972,22,"Heath",2204,9.38115978240967,42.1707801818848,3.12236595153809,13.426739692688,54.29802,13.309015625,3.86119604110718,7.07109117507935,20.6849994659424,0,0,72.1999969482422,1354,1,1972,0,6.19999980926514,0,0,0,0,1,NA,NA,NA,NA,5.15937995910645,46.0999984741211,NA,63.2224998474121,0.264514774084091,0.430790901184082,8.375,11350,10215,NA,"GBR",17,826,27.8,9.9,8.2,9.7,1751,0.513,0.694,0.513,0.694,0.249,0.337,0.308,0.404,26,52,3,0.76,50,26,3,0.76,11,0.5,11,0.89,65,60,14.2
"802","United Kingdom",1973,22,"Heath",2204,9.03048992156982,48.3130912780762,2.20402002334595,13.622540473938,54.71981,14.1768232421875,7.44653367996216,9.19604396820068,20.6849994659424,1,0,72.1999969482422,1354,1,1973,0,6.19999980926514,0,0,0,0,1,NA,NA,NA,NA,5.44860982894897,45.4000015258789,NA,58.2884826660156,-1.93420958518982,-3.41255187988281,10.5583333969116,11444,10299.599609375,NA,"GBR",17,826,27.7,9.8,8.1,9.8,1993,0.483,0.678,0.483,0.678,0.251,0.344,0.317,0.421,26,52,3,0.74,50,26,3,0.74,12,0.5,12,0.89,65,60,14.3
"803","United Kingdom",1974,22,"Heath",2204,9.73758983612061,59.2884902954102,2.0844030380249,13.8434495925903,55.13849,13.88166796875,-1.12129354476929,16.0439891815186,20.6849994659424,1,0,72.9000015258789,1354,1,1974,0.00147928996011615,6.19999980926514,0,0,0,0,1,NA,NA,NA,NA,5.39099979400635,46.4000015258789,NA,54.4847602844238,-1.51966941356659,-2.67129802703857,14.2066669464111,11755,10579.5,NA,"GBR",17,826,27.4,9.4,7.8,10.2,2340,0.525,0.629,0.525,0.629,0.256,0.34,0.293,0.373,26,52,3,0.74,50,26,3,0.74,13,NA,13,0.9,65,60,14.4
"804","United Kingdom",1975,22,"Wilson IV",2205,10.1680002212524,52.2400398254395,3.27894496917725,14.0522203445435,56.81864,13.8097666015625,-0.509877979755402,24.2072944641113,100,1,0,72.9000015258789,543,0,1975,0.0118343196809292,3.5,1,0,0,0,0,NA,NA,NA,NA,6.26878023147583,43.7000007629395,NA,53.8077354431152,-2.7746410369873,-2.75223255157471,13.1816663742065,11656,9939.599609375,77.3000030517578,"GBR",17,826,27.7,9.3,7.8,10.6,2964,0.467,0.655,0.467,0.655,0.27,0.364,0.355,0.457,26,52,3,NA,50,26,3,NA,14,0.39,14,0.9,65,60,14.5
"805","United Kingdom",1976,22,"Wilson IV",2205,10.6906700134277,56.9484596252441,4.91173601150513,14.225489616394,57.63189,14.4761982421875,2.5676896572113,16.5595245361328,100,1,0,72.9000015258789,543,0,1976,0.0399408265948296,3.5,1,0,0,0,0,NA,NA,NA,NA,6.42422008514404,46.5,NA,51.7528533935547,-2.58868646621704,-2.49193263053894,13.6099996566772,12133,10490.400390625,NA,"GBR",17,826,27.5,9.2,7.7,10.6,3449,0.483,0.684,0.483,0.684,0.31,0.406,0.347,0.438,26,52,3,0.89,50,26,3,0.89,15,NA,15,0.91,65,60,14.6
"806","United Kingdom",1977,22,"Callaghan",2206,10.874059677124,58.5323486328125,5.24771213531494,14.4189395904541,57.792,15.1249462890625,2.41541624069214,15.8402719497681,77.9899978637695,1,0,72.9000015258789,1124,1,1977,0.0946745574474335,3.5,1,0,0,0,0,NA,NA,NA,NA,6.06335020065308,48.2999992370605,NA,58.3043212890625,-0.830058872699738,-0.971744656562805,12.0275001525879,12719,10919.7001953125,NA,"GBR",17,826,31.2,11.3,9.4,10.5,3761,0.504,0.734,0.504,0.734,0.316,0.412,0.349,0.44,26,52,3,0.9,50,26,3,0.9,16,0.47,16,0.91,65,60,14.7
"807","United Kingdom",1978,22,"Callaghan",2206,11.2290496826172,55.0082206726074,5.15764808654785,14.6213798522949,58.15922,16.0229365234375,3.28044843673706,8.26313877105713,77.9899978637695,1,0,72.9000015258789,1124,1,1978,0.184911236166954,3.5,1,0,0,0,0,NA,NA,NA,NA,NA,50.2000007629395,NA,51.9046592712402,-2.04221534729004,-2.67762994766235,12.0649995803833,13054,11447.099609375,NA,"GBR",17,826,32.1,11.7,9.7,10.7,4246,0.504,0.748,0.504,0.748,0.315,0.406,0.345,0.432,26,52,3,0.9,50,26,3,0.9,17,NA,17,0.92,65,60,14.7
"808","United Kingdom",1979,22,"Callaghan",2206,11.33434009552,55.0255317687988,4.68951892852783,14.7901802062988,58.69617,16.832400390625,2.84071803092957,13.4212865829468,77.9899978637695,1,0,76.3000030517578,1124,1,1979,0.319526612758636,3.5,1,0,0,0,0,NA,NA,NA,NA,NA,50.7000007629395,NA,49.3764152526855,-0.927133679389954,-1.94392681121826,12.9458332061768,13212,11748.599609375,80,"GBR",17,826,32.4,11.8,9.8,10.9,4905,0.46,0.663,0.46,0.663,0.296,0.399,0.339,0.437,26,52,3,0.89,50,26,3,0.89,18,0.33,18,0.93,65,60,14.8
"809","United Kingdom",1980,22,"Thatcher I",2207,11.8793201446533,51.8187294006348,5.70577383041382,14.9547300338745,59.74244,16.951396484375,-2.00337791442871,17.9659252166748,0,1,0,76.3000030517578,1497,1,1980,0.507396459579468,1.50000004470348,0,0,0,0,1,4.19999980926514,4.90000009536743,0.5,1.20000004768372,5.07011985778809,51.7000007629395,NA,48.7301864624023,-0.265146374702454,-0.166661083698273,13.9133329391479,12636,11890.7998046875,NA,"GBR",17,826,31.5,11.1,9.3,11.1,5580,0.46,0.641,0.46,0.641,0.313,0.42,0.373,0.471,26,52,3,0.91,50,26,3,0.91,19,0.35,19,0.94,65,60,14.9
"810","United Kingdom",1981,22,"Thatcher I",2207,13.3530502319336,50.2366600036621,9.06990814208984,15.0398302078247,61.55512,16.448505859375,-1.25747108459473,11.8766193389893,0,1,0,76.3000030517578,1497,1,1981,0.757396459579468,1.50000004470348,0,0,0,0,1,4.5,5.09999990463257,0.600000023841858,1.70000004768372,5.2884202003479,51.9000015258789,NA,46.5430526733398,-1.24590516090393,0.258488178253174,14.8833332061768,12311,11372.400390625,NA,"GBR",17,826,32,11.2,9.4,11.3,6300,0.405,0.614,0.405,0.614,0.326,0.442,0.408,0.511,11,52,3,0.88,6,26,3,0.88,20,0.36,20,0.95,65,60,14.95
"811","United Kingdom",1982,22,"Thatcher I",2207,14.1634197235107,50.4206008911133,10.5107402801514,15.0556898117065,62.75017,16.474986328125,2.24564099311829,8.59887027740479,0,1,0,76.3000030517578,1497,1,1982,1.07840240001678,1.50000004470348,0,0,0,0,1,4.69999980926514,4.90000009536743,0.600000023841858,2,5.1887001991272,51.7000007629395,NA,50.7893333435059,0.62798947095871,2.32873463630676,13.085000038147,11744,11079.900390625,NA,"GBR",17,826,31.9,11,9.6,11.3,6789,0.253,0.478,0.253,0.478,0.333,0.448,0.431,0.53,11,52,3,0.85,6,26,3,0.85,21,0.4,21,0.95,65,60,15
"812","United Kingdom",1983,22,"Thatcher I",2207,14.0972900390625,51.7559814453125,11.3511896133423,14.9566698074341,63.98901,16.795576171875,3.83368039131165,4.60930204391479,0,1,0,72.8000030517578,1497,1,1983,1.47928988933563,1.50000004470348,0,0,0,0,1,4.59999990463257,5.09999990463257,0.699999988079071,2,5.06150007247925,50.2000007629395,NA,50.5141105651855,-0.293080627918243,0.961206614971161,11.2683334350586,11300,10569.599609375,67,"GBR",17,826,29.1,9.4,8.4,11.2,7353,0.259,0.477,0.259,0.477,0.339,0.453,0.452,0.549,11,52,3,NA,6,26,3,NA,22,0.44,22,0.96,65,60,15.15
"813","United Kingdom",1984,22,"Thatcher II",2208,14.1231298446655,56.4488182067871,11.8798704147339,14.8859195709229,62.16148,16.97440625,2.94319128990173,4.96071195602417,0,1,0,72.8000030517578,1463,1,1984,1.96893489360809,2.79999995231628,0,0,0,0,1,4.5,5,0.699999988079071,2.09999990463257,4.89905977249146,48.9000015258789,NA,50.544807434082,-0.309048682451248,0.747055232524872,11.1274995803833,10774,10170,NA,"GBR",17,826,28.9,9.5,8.4,11,7956,0.258,0.459,0.289,0.442,0.325,0.436,0.447,0.538,11,52,3,0.8,6,38,3,0.8,23,0.45,23,0.96,65,60,15.2
"814","United Kingdom",1985,22,"Thatcher II",2208,14.085280418396,56.1018714904785,11.3215799331665,15.167799949646,62.89484,17.465642578125,3.8683397769928,6.0713939666748,0,1,0,72.8000030517578,1463,1,1985,2.55621290206909,2.79999995231628,0,0,0,0,1,4.5,4.90000009536743,0.699999988079071,2,4.5940899848938,46,NA,49.1632537841797,0.467480391263962,1.14396226406097,10.9700002670288,10819,9696.599609375,64,"GBR",17,826,27.8,8.8,8.2,10.8,8549,0.252,0.447,0.288,0.433,0.316,0.425,0.454,0.542,11,52,3,0.79,5,38,3,0.79,24,0.46,24,0.97,65,60,15.3
"815","United Kingdom",1986,22,"Thatcher II",2208,14.1875600814819,51.6118507385254,10.7809400558472,15.3606004714966,63.67104,17.965119140625,4.30318069458008,3.42761468887329,0,1,0,72.8000030517578,1463,1,1986,3.25,2.79999995231628,0,0,0,0,1,4.5,4.80000019073486,0.800000011920929,1.89999997615814,4.38083982467651,46,NA,48.6155700683594,0.603662669658661,1.06180453300476,10.1350002288818,10598,9737.099609375,NA,"GBR",17,826,27.5,8.6,8.1,10.8,9118,0.25,0.443,0.278,0.422,0.308,0.419,0.459,0.556,11,52,3,0.8,5,38,3,0.8,25,0.46,25,0.97,65,60,15.35
"816","United Kingdom",1987,22,"Thatcher II",2208,13.3055295944214,51.4154396057129,10.8478002548218,15.5217895507812,64.79357,19.005033203125,5.15491819381714,4.14891815185547,0,1,0,75.4000015258789,1463,1,1987,4.05621290206909,2.79999995231628,0,0,0,0,1,4.30000019073486,4.80000019073486,0.800000011920929,1.5,4.37180995941162,45,NA,47.6621971130371,1.36869704723358,1.18492209911346,9.57083320617676,10480,9538.2001953125,NA,"GBR",17,826,27.4,8.7,8.1,10.5,9792,0.231,0.416,0.256,0.395,0.285,0.392,0.444,0.547,11,52,3,0.79,5,38,3,0.79,26,0.46,26,0.97,65,60,15.65
"817","United Kingdom",1988,22,"Thatcher III",2209,12.3104600906372,49.0633392333984,8.81424427032471,15.6195096969604,64.77361,19.807177734375,5.56985998153687,3.99244117736816,0,1,0,75.4000015258789,1266,1,1988,4.96893501281738,6.11270282417536,0,0,0,0,1,4,4.69999980926514,0.699999988079071,1.10000002384186,4.26831007003784,43,NA,41.6449851989746,2.9904682636261,1.88128340244293,9.6758337020874,10387,9432,NA,"GBR",17,826,26.6,8.5,7.9,10.2,10598,0.214,0.387,0.234,0.366,0.263,0.367,0.436,0.539,11,52,3,0.79,5,38,3,0.79,27,0.46,27,0.99,65,60,15.7
"818","United Kingdom",1989,22,"Thatcher III",2209,11.6703100204468,50.8618392944336,7.24916219711304,15.7071304321289,65.0872,20.22418359375,2.59485220909119,5.19999980926514,0,1,0,75.4000015258789,1266,1,1989,5.97929000854492,6.11270282417536,0,0,0,0,1,3.90000009536743,4.69999980926514,0.600000023841858,0.800000011920929,4.12511014938354,41.5,NA,35.8103675842285,3.01010203361511,1.7280946969986,10.1908330917358,10044,9348.2998046875,NA,"GBR",17,826,26.2,8.3,7.8,10.2,11523,0.202,0.366,0.304,0.346,0.272,0.368,0.434,0.54,11,52,3,0.8,5,26,3,0.8,28,0.46,28,0.98,65,60,15.7
"819","United Kingdom",1990,22,"Thatcher III",2209,11.6638269424438,50.0155181884766,6.85607099533081,15.7310800552368,65.54553,20.515244140625,1.82138884067535,7,0,1,0,75.4000015258789,1266,1,1990,7.07840251922607,6.11270282417536,0,0,0,0,1,5,4.90000009536743,0.600000023841858,0.800000011920929,4.05552005767822,39.7000007629395,NA,32.0922050476074,0.697993636131287,-0.250094532966614,11.8024997711182,9810,9039.599609375,54,"GBR",17,826,26.2,8.3,7.8,10.2,12319,0.199,0.359,0.283,0.324,0.265,0.36,0.444,0.557,10,52,3,0.81,5,26,3,0.81,29,0.46,29,1,65,60,15.95
"820","United Kingdom",1991,22,"Major I",2210,13.7571487426758,46.9771003723145,8.40451335906982,15.7697696685791,67.52245,20.0857421875,-1.29243981838226,7.5,0,1,0,75.4000015258789,498,1,1991,8.25739669799805,6.11270282417536,0,0,0,0,1,5.40000009536743,5.19999980926514,0.5,1.39999997615814,4.1224799156189,39.7000007629395,NA,32.4740943908691,-1.01425206661224,-0.581862390041351,10.1049995422363,9489,8829,NA,"GBR",17,826,26.4,8.4,7.7,10.3,13021,0.202,0.364,0.284,0.326,0.263,0.358,0.467,0.589,10,52,3,0.81,5,26,3,0.81,30,0.46,30,0.99,65,60,16
"821","United Kingdom",1992,22,"Major I",2210,15.1640100479126,47.8486709594727,9.69929313659668,15.8062000274658,68.44112,20.17261328125,1.29472851753235,4.30000019073486,0,1,0,77.8000030517578,498,1,1992,9.50739669799805,6.11270282417536,0,0,0,0,1,5.69999980926514,5.69999980926514,0.5,1.60000002384186,4.3344898223877,39.7999992370605,NA,38.4634666442871,-4.05756998062134,-2.71288752555847,9.06333351135254,8929,8540.099609375,NA,"GBR",17,826,26.5,8.4,7.7,10.4,13684,0.211,0.381,0.268,0.316,0.273,0.367,0.477,0.588,10,52,3,0.79,5,26,3,0.79,31,0.46,31,1,65,60,16.2
"822","United Kingdom",1993,22,"Major II",2211,15.528284072876,51.4463500976562,10.3263397216797,15.829779624939,69.11671,20.6942890625,3.49048757553101,2.5,13.3699998855591,1,0,77.8000030517578,1849,1,1993,10.8195266723633,5.80000019073486,0,0,0,0,1,5.90000009536743,5.69999980926514,0.5,1.60000002384186,NA,37.9000015258789,NA,47.9622230529785,-5.38251256942749,-4.13811874389648,7.4796085357666,8666,8036.10009765625,NA,"GBR",17,826,26.3,8.3,7.5,10.5,14113,0.213,0.384,0.26,0.309,0.288,0.396,0.484,0.594,10,52,3,0.78,5,26,3,0.78,32,0.46,32,1,65,60,16.05
"823","United Kingdom",1994,22,"Major II",2211,15.0641002655029,53.3047485351562,9.61056613922119,15.8186702728271,70.31244,21.579291015625,4.95341110229492,2,13.3699998855591,1,0,77.8000030517578,1849,1,1994,12.184910774231,5.80000019073486,0,0,0,0,1,5.69999980926514,5.69999980926514,0.5,1.29999995231628,4.850830078125,36.5999984741211,NA,45.9939270019531,-3.99537467956543,-3.43214440345764,8.12209987640381,8231,7799.39990234375,40,"GBR",17,826,25.7,8.2,7.3,10.2,14607,0.216,0.391,0.254,0.306,0.297,0.308,0.493,0.582,10,52,3,0.78,5,26,3,0.78,33,0.48,33,1,65,60,16.55
"824","United Kingdom",1995,22,"Major II",2211,14.7433843612671,56.6168403625488,8.62520122528076,15.8466196060181,70.66578,22.1595859375,3.53339099884033,2.59999990463257,13.3699998855591,1,0,77.8000030517578,1849,1,1995,13.5946741104126,5.80000019073486,0,0,0,0,1,5.69999980926514,5.59999990463257,0.400000005960464,1.20000004768372,4.83926010131836,34.4000015258789,NA,50.5539970397949,-2.71077251434326,-2.44371962547302,8.20028305053711,8031,7407.89990234375,36,"GBR",17,826,26.1,8.2,7.3,10.5,15376,0.21,0.384,0.242,0.296,0.338,0.396,0.502,0.583,10,52,3,0.8,5,52,3,0.8,34,0.5,34,1.01,65,60,16.4
"825","United Kingdom",1996,22,"Major II",2211,14.2864322662354,58.5248489379883,8.14410209655762,15.8568897247314,70.78167,23.18196484375,3.49131226539612,2.5,13.3699998855591,1,0,77.8000030517578,1849,1,1996,15.0399408340454,5.80000019073486,0,0,0,0,1,5.80000019073486,5.59999990463257,0.400000005960464,1,4.76335000991821,33,NA,50.282154083252,-1.08176493644714,-0.914339184761047,7.81018352508545,7938,7227.89990234375,37,"GBR",17,826,26.6,8.4,7.9,10.4,15960,0.204,0.375,0.23,0.285,0.286,0.4,0.508,0.588,10,26,3,0.8,5,52,3,0.8,35,0.5,35,1.04,65,60,16.65
"826","United Kingdom",1997,22,"Major II",2211,13.8176288604736,56.6411209106445,7.05426597595215,15.8503999710083,71.4395,25.11451953125,4.35042858123779,1.79999995231628,13.3699998855591,2,0,71.5999984741211,1849,1,1997,16.5118350982666,5.80000019073486,0,0,0,0,1,5.80000019073486,5.19999980926514,0.300000011920929,0.800000011920929,NA,31.8999996185303,NA,50.7165679931641,0.951124906539917,0.811625838279724,7.0525918006897,7801,7144.2001953125,36,"GBR",17,826,25.7,7.9,7.8,10,16760,0.199,0.356,0.226,0.28,0.278,0.391,0.52,0.481,10,26,3,0.83,5,52,3,0.83,36,0.5,36,1.05,65,60,16.8
"827","United Kingdom",1998,22,"Blair I",2212,13.2034997940063,53.8321418762207,6.12753009796143,15.8529300689697,71.80148,26.0366171875,3.56703209877014,1.60000002384186,100,2,0,71.5999984741211,1497,1,1998,18.0014801025391,6.38554239273071,1,0,0,0,0,5.80000019073486,5.30000019073486,0.200000002980232,0.699999988079071,4.54000997543335,30.7999992370605,49.6520004272461,51.5391616821289,2.86067795753479,2.61666393280029,5.55095815658569,7852,7020.89990234375,35.4000015258789,"GBR",17,826,26.4,8.1,8.1,10.3,17460,0.196,0.352,0.23,0.283,0.274,0.385,0.532,0.595,10,26,3,0.86,5,52,3,0.86,37,0.5,37,1.06,65,60,16.95
"828","United Kingdom",1999,22,"Blair I",2212,12.6912994384766,53.733039855957,5.97787809371948,15.8084001541138,72.62373,27.334265625,2.93835616111755,1.29999995231628,100,2,0,71.5999984741211,1497,1,1999,19.5,6.38554239273071,1,0,0,0,0,5.80000019073486,5.5,0.200000002980232,0.600000023841858,4.29097986221313,30.5,44.0800018310547,46.7274017333984,3.32497501373291,3.25659418106079,5.09352493286133,7898,7066.7998046875,36.0999984741211,"GBR",17,826,27,8.3,8.4,10.3,17780,0.195,0.367,0.23,0.292,0.272,0.382,0.546,0.593,10,26,3,0.87,5,52,3,0.87,38,0.5,38,1.05,65,60,17
"829","United Kingdom",2000,22,"Blair I",2212,12.4551858901978,57.2668418884277,5.49734497070312,15.8068103790283,73.27592,29.304490234375,4.36226892471313,0.800000011920929,100,2,0,71.5999984741211,1497,1,2000,21,6.38554239273071,1,0,0,0,0,5.90000009536743,5.5,0.200000002980232,0.600000023841858,4.33245992660522,30.1000003814697,42.1529998779297,44.569408416748,8.1128396987915,7.89886379241943,5.32897520065308,7779,7108.2001953125,36.4000015258789,"GBR",17,826,27.3,8.5,8.5,10.3,18390,0.19,0.364,0.22,0.278,0.278,0.384,0.533,0.57,10,26,3,0.88,5,52,3,0.88,39,0.5,39,1.04,65,60,17.4
"830","United Kingdom",2001,22,"Blair I",2212,12.7636823654175,56.8452110290527,4.76256895065308,15.8577604293823,73.97862,30.112779296875,2.18488574028015,1.20000004768372,100,2,0,59.4000015258789,1497,1,2001,22.5,6.38554239273071,1,0,0,0,0,6.09999990463257,5.69999980926514,0.300000011920929,0.699999988079071,4.39214992523193,29.3999996185303,38.7879981994629,39.892822265625,2.38182020187378,2.28311204910278,4.92950010299683,7751,7001.10009765625,35.5,"GBR",17,826,27.4,8.6,8.5,10.3,18950,0.186,0.367,0.215,0.265,0.28,0.376,0.541,0.564,10,26,3,0.89,6,52,3,0.89,40,0.5,40,1.05,65,60,17.65
"831","United Kingdom",2002,22,"Blair II",2213,12.7653694152832,55.2461700439453,5.08896207809448,15.9111995697021,74.71607,30.09110546875,2.29519701004028,1.29999995231628,100,2,0,59.4000015258789,1429,1,2002,24,10.0253810733557,1,0,0,0,0,6.19999980926514,5.90000009536743,0.300000011920929,0.5,4.95388984680176,29.1000003814697,39.1310005187988,40.4777793884277,-0.450592488050461,-0.231934830546379,4.89424180984497,7736,6975.89990234375,35.2000007629395,"GBR",17,826,27.7,8.7,8.5,10.5,19420,0.185,0.372,0.217,0.263,0.321,0.418,0.544,0.56,10,26,3,0.89,6,52,3,0.89,41,0.5,41,1.05,65,60,17.65
