"","country","year","countryn","cabinet_name","govern","sstran","openc","unemp","elderly","deindust","GDP_head_o","realgdpgr","inflation","gov_left2_m","instcons","fed","vturn","duration","succession","cs1","cs2","per504_505_g","soci","chri","ecol","libe","cons","oldage_pmp","health_pmp","almp_pmp","unemp_pmp","educ_gdp","ud","Debt_GDP","debt","deficit","adjustdef","interest","grossu","netu","adjcov","COUNTRY.ABBREV","CCODE","ISOCODE","TOTGEN","UEGEN","SKGEN","PGEN","APWWage","US100","UC1000","SS100","SC1000","MPS100","MPC1000","SPS100","SPC1000","UEQUAL","UEDUR","UEWAIT","UECOV","SICKQUAL","SICKDUR","SICKWAIT","SICKCOV","PQUAL","PFUND","AVGPER","PENCOV","MRET","FRET","LEXP65"
"158","Canada",2001,4,"Chretien III",412,9.04521560668945,81.3411636352539,7.22761392593384,12.6448202133179,74.23448,31.935443359375,1.68841242790222,2.5251202583313,0,3,2,60.5400009155273,1110,1,2001,22.5,17.2199172973633,0,0,0,1,0,3.90000009536743,6.5,0.400000005960464,0.800000011920929,4.98862981796265,30.5,39.7130012512207,85.6587600708008,3.60159039497375,2.347252368927,5.47237491607666,4110.5,4111,32.2000007629395,"CAN",4,124,26,8.4,5.4,12.2,37627,0.592,0.647,0.37,0.435,0.406,0.576,0.517,0.725,45,40,14,0.83,15,15,14,0.79,30,0.5,30,0.99,65,65,18.75
"159","Canada",2002,4,"Chretien III",412,8.90775871276855,78.7129898071289,7.67271614074707,12.7299699783325,74.16508,31.40878125,2.80183029174805,2.25839447975159,0,3,2,60.5400009155273,1110,1,2002,24,17.2199172973633,0,0,0,1,0,3.90000009536743,6.59999990463257,0.400000005960464,0.800000011920929,5.03578996658325,30.2999992370605,38.0909996032715,84.7778244018555,2.52737641334534,2.13636326789856,5.30866670608521,4174,4174,32.2000007629395,"CAN",4,124,26,8.3,5.4,12.3,38166,0.592,0.642,0.371,0.433,0.407,0.586,0.522,0.734,45,40,14,0.82,15,15,14,0.79,31,0.5,31,0.99,65,65,18.9
"160","Canada",2003,4,"Chretien III",412,8.72764682769775,72.4816284179688,7.58260583877563,12.8456602096558,74.3866,32.83469921875,1.92529964447021,2.75856328010559,0,3,2,60.5400009155273,1110,1,2003,25.5,17.2199172973633,0,0,0,1,0,3.90000009536743,6.80000019073486,0.400000005960464,0.800000011920929,NA,29.6000003814697,35.8530006408691,80.3233413696289,1.82589411735535,1.6140376329422,4.80995845794678,4178.5,4178,32.4000015258789,"CAN",4,124,25.8,8.3,5.3,12.2,38625,0.589,0.637,0.367,0.43,0.394,0.564,0.514,0.724,45,40,14,0.82,15,15,14,0.79,31,0.5,31,0.99,65,65,19.1
"161","Canada",2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAN",4,124,25.8,8.2,5.3,12.3,39358,0.579,0.63,0.366,0.429,0.394,0.564,0.524,0.749,45,40,14,0.82,15,15,14,0.79,32,0.5,32,0.99,65,65,19.25
"162","Canada",2005,4,"Martin II",413,8.30007553100586,71.8934936523438,6.7586088180542,13.0867204666138,74.64139,35.89529296875,3.16314744949341,2.21355199813843,0,3,2,60.9000015258789,566,0,2005,28.5,20.6000003814697,0,0,0,1,0,3.70000004768372,6.80000019073486,0.300000011920929,0.600000023841858,4.80466985702515,30,30.2350006103516,75.7964401245117,2.64958786964417,2.05121421813965,4.07504177093506,4381,4381,32,"CAN",4,124,25.7,8.1,5.3,12.3,40238,0.568,0.617,0.359,0.416,0.402,0.571,0.522,0.747,45,38,14,0.82,15,15,14,0.79,33,0.5,33,0.99,65,65,19.5
"163","Canada",2006,4,"Martin II",413,8.50578212738037,69.7563095092773,6.31682920455933,13.2760496139526,75.3117,35.64948828125,2.62178158760071,2.00202536582947,0,3,2,64.6999969482422,566,0,2006,30,20.6000003814697,0,0,0,1,0,3.70000004768372,6.90000009536743,0.300000011920929,0.600000023841858,NA,29.7999992370605,27.9340000152588,74.8680801391602,2.39502120018005,1.63164043426514,4.20720815658569,4441,4441,31.7000007629395,"CAN",4,124,26,8.1,5.3,12.5,41059,0.558,0.608,0.356,0.413,0.409,0.586,0.537,0.766,45,38,14,0.83,15,15,14,0.8,34,0.5,34,0.99,65,65,19.7
"164","Canada",2007,4,"Harper I",414,8.52889728546143,67.9772796630859,6.03102207183838,13.4591503143311,75.92171,36.112359375,2.00832724571228,2.13838410377502,0,3,2,64.6999969482422,997,1,2007,31.5,11.6724739074707,0,0,0,0,1,3.70000004768372,7,0.300000011920929,0.600000023841858,4.79735994338989,29.3999996185303,25.1830005645752,70.3542404174805,2.0448305606842,1.26726794242859,4.26962518692017,4480,4480,31.5,"CAN",4,124,25.9,8.1,5.3,12.5,41987,0.56,0.611,0.353,0.401,0.414,0.579,0.542,0.757,45,38,14,0.83,15,15,14,0.8,35,0.5,35,0.99,65,65,19.9
"165","Canada",2008,4,"Harper I",414,8.64296722412109,68.7112808227539,6.13330078125,13.6755695343018,76.10052,35.24357421875,1.17537820339203,2.37027072906494,0,3,2,58.7999992370605,997,1,2008,33,11.6724739074707,0,0,0,0,1,3.79999995231628,7.30000019073486,0.300000011920929,0.699999988079071,4.66087007522583,29.6000003814697,28.6420001983643,74.731803894043,-0.257537484169006,-0.832104504108429,3.63041663169861,4592,4592,31.5,"CAN",4,124,25.8,8.1,5.3,12.5,43406,0.559,0.607,0.346,0.398,0.413,0.579,0.539,0.753,45,38,14,0.83,15,15,14,0.8,36,0.5,36,0.99,65,65,20.1
"166","Canada",2009,4,"Harper II",415,9.85471057891846,59.1801109313965,8.27104568481445,13.9074697494507,77.42296,33.342328125,-2.71147203445435,0.299466788768768,0,3,2,58.7999992370605,914,1,2009,34.5,6.58307218551636,0,0,0,0,1,4.09999990463257,8,0.300000011920929,1,4.87313985824585,30.2999992370605,35.7159996032715,87.3794403076172,-3.65314269065857,-2.73884510993958,3.21558332443237,4605.2001953125,4605.2001953125,31.6000003814697,"CAN",4,124,25.8,8.1,5.1,12.6,43302,0.568,0.615,0.362,0.404,0.419,0.585,0.55,0.766,45,42,14,0.82,15,15,14,0.77,37,0.5,37,0.99,65,65,20.2
"167","Canada",2010,4,"Harper II",415,9.72535419464111,60.7398796081543,8.01129245758057,14.1554203033447,77.61282,34.08759765625,3.37425541877747,1.77687156200409,0,3,2,58.7999992370605,914,1,2010,36,6.58307218551636,0,0,0,0,1,NA,NA,NA,NA,5.37115001678467,30,36.0730018615723,89.5192718505859,-4.30832624435425,-3.70847821235657,3.25129175186157,4645,4645,NA,"CAN",4,124,25.7,8.1,5.2,12.4,45191,0.558,0.607,0.365,0.396,0.401,0.565,0.545,0.761,45,42,14,0.82,15,15,14,0.78,37,0.5,37,0.99,65,65,20.3
"168","Canada",2011,4,"Harper II",415,9.39454364776611,63.5594100952148,7.44997215270996,14.4512395858765,78.0778,34.5342421875,2.52821636199951,2.91213512420654,0,3,2,61.0999984741211,914,1,2011,37.5,6.58307218551636,0,0,0,0,1,NA,NA,NA,NA,5.27244997024536,29.3999996185303,NA,93.6262359619141,-3.32452464103699,-3.13104844093323,2.80933332443237,4625.7998046875,4625.7998046875,28.7999992370605,"CAN",4,124,NA,8,5.1,NA,46653,0.554,0.605,0.356,0.395,0.396,0.558,NA,NA,45,40,14,NA,15,15,14,NA,NA,0.5,NA,NA,65,65,NA
"169","Denmark",1970,5,"Baunsgaard",506,11.5915098190308,59.785099029541,0.728987991809845,12.2737302780151,50.66955,15.768607421875,1.49754297733307,6.51483678817749,7.48999977111816,1,0,89.3000030517578,1347,1,1970,0,2.03163266181946,0,0,0,0.622448980808258,0.377551019191742,NA,NA,NA,NA,6.02942991256714,60.2999992370605,NA,NA,NA,NA,11.5184154510498,1150.59997558594,1107.69995117188,80,"DNK",5,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2
"170","Denmark",1971,5,"Baunsgaard",506,10.9882097244263,58.3635101318359,1.14164900779724,12.4758901596069,51.88195,16.06295703125,3.00188326835632,5.86987686157227,7.48999977111816,1,0,87.1999969482422,1347,1,1971,0,2.03163266181946,0,0,0,0.622448980808258,0.377551019191742,NA,NA,NA,NA,6.48274993896484,62.2000007629395,NA,NA,4.00715446472168,NA,11.3756256103516,1208.30004882812,1160.5,NA,"DNK",5,208,30,5.3,11.4,13.2,37900,0.863,0.898,0.863,0.898,0.467,0.531,0.511,0.555,52,52,0,0.34,1,52,6,0.8,6,0.33,6,1.02,67,62,15.2
"171","Denmark",1972,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55637979507446,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DNK",5,208,30.8,5.7,11.9,13.2,42300,0.906,0.95,0.906,0.95,NA,NA,NA,NA,52,52,0,0.35,1,52,6,0.82,7,0.33,7,1.03,67,62,15.25
"172","Denmark",1973,5,"Jorgensen I",507,10.4869403839111,60.2408790588379,0.872817873954773,12.891960144043,56.68763,17.26494140625,3.7592396736145,9.30338859558105,96.4400024414062,2,0,88.6999969482422,440,0,1973,0,7.09999990463257,1,0,0,0,0,NA,NA,NA,NA,6.32186985015869,62.2000007629395,NA,NA,4.197096824646,2.37629437446594,13.0467042922974,1253.90002441406,1209.30004882812,NA,"DNK",5,208,35.7,5.5,17,13.2,49600,0.857,0.908,0.857,0.908,0.456,0.551,0.498,0.574,52,52,0,0.35,0,999,0,0.95,8,0.33,8,1.05,67,62,15.2
"173","Denmark",1974,5,"Hartling",508,11.9605703353882,67.3500823974609,3.60212898254395,13.1358995437622,58.04671,16.902556640625,-0.815954387187958,15.2751951217651,44.1100006103516,2,0,88.6999969482422,421,1,1974,0.00147928996011615,-1.5,0,0,0,1,0,NA,NA,NA,NA,6.63195991516113,65.1999969482422,NA,NA,2.06683468818665,1.36060392856598,16.4563636779785,1315.40002441406,1254.90002441406,NA,"DNK",5,208,35.7,6.1,17.1,12.5,59900,0.849,0.896,0.849,0.896,NA,NA,NA,NA,52,130,0,0.37,0,999,0,0.96,9,0.33,9,0.98,67,62,15.4
"174","Denmark",1975,5,"Hartling",508,13.171669960022,62.0901794433594,4.93273496627808,13.3907804489136,58.70498,16.569962890625,-1.22145175933838,9.60561370849609,44.1100006103516,2,0,88.1999969482422,421,1,1975,0.0118343196809292,-1.5,0,0,0,1,0,NA,NA,NA,NA,6.75038003921509,68.9000015258789,NA,NA,-3.24542450904846,-1.96488952636719,13.2085332870483,1413,1307.80004882812,81,"DNK",5,208,35.2,6.2,17.1,11.9,70319,0.845,0.884,0.845,0.884,0.371,0.463,0.397,0.48,52,130,0,0.38,0,999,0,0.96,10,0.33,10,0.99,67,62,15.7
"175","Denmark",1976,5,"Jorgensen II",509,13.095609664917,63.3151817321777,6.40973615646362,13.6137199401855,58.21413,17.564099609375,6.09350061416626,9.01030158996582,100,2,0,88.1999969482422,733,1,1976,0.0399408265948296,8.60000038146973,1,0,0,0,0,NA,NA,NA,NA,NA,73,NA,NA,-2.24570989608765,-1.92383646965027,15.5018320083618,1512,1400.80004882812,NA,"DNK",5,208,37.7,8.5,17,12.2,78500,0.818,0.839,0.818,0.839,0.401,0.502,0.43,0.52,52,999,0,0.48,0,999,0,0.97,11,0.33,11,0.99,67,62,15.35
"176","Denmark",1977,5,"Jorgensen II",509,13.7159404754639,62.4406318664551,7.42218685150146,13.8400602340698,59.58638,17.876822265625,1.97885394096375,10.9222383499146,100,2,0,88,733,1,1977,0.0946745574474335,8.60000038146973,1,0,0,0,0,NA,NA,NA,NA,5.68558979034424,74.0999984741211,NA,NA,-1.41603362560272,-1.47853302955627,16.9106960296631,1587,1449.30004882812,NA,"DNK",5,208,38.7,9.3,17.1,12.2,86300,0.836,0.855,0.836,0.855,0.377,0.501,0.411,0.52,26,999,0,0.51,0,999,0,0.97,12,0.33,12,0.98,67,62,16.05
"177","Denmark",1978,5,"Jorgensen III",510,14.4824695587158,58.9889793395996,8.37593364715576,14.0674600601196,60.21459,18.2790078125,2.27454662322998,10.2136459350586,91.6999969482422,2,0,88,561,1,1978,0.184911236166954,8.5,1,0,0,0,0,NA,NA,NA,NA,5.76126003265381,77.8000030517578,NA,NA,-0.668517291545868,-0.644829750061035,18.1360969543457,1691.90002441406,1523.40002441406,NA,"DNK",5,208,38.6,9.2,17,12.4,94500,0.812,0.839,0.812,0.839,NA,NA,NA,NA,26,286,0,0.54,0,999,0,0.97,13,0.33,13,0.98,67,62,15.75
"178","Denmark",1979,5,"Jorgensen IV",511,14.8944997787476,63.0556106567383,6.04776620864868,14.2557802200317,60.2706,18.94389453125,3.95012927055359,9.61105537414551,80.0500030517578,2,0,85.5999984741211,422,1,1979,0.319526612758636,6.91279029846191,0.755813956260681,0,0,0.244186043739319,0,NA,NA,NA,NA,5.59097003936768,77.0999984741211,NA,NA,-0.433350801467896,-1.17646729946136,18.0763835906982,1754.59997558594,1587.59997558594,NA,"DNK",5,208,38.9,9.5,16.9,12.6,103100,0.799,0.827,0.799,0.827,0.405,0.556,0.438,0.576,26,286,0,0.56,0,999,0,0.97,14,0.33,14,0.98,67,62,15.7
"179","Denmark",1980,5,"Jorgensen V",512,16.0113296508789,68.0432662963867,6.9329309463501,14.4073400497437,62.55061,18.6443125,-0.487542361021042,12.3053226470947,100,2,0,85.5999984741211,796,1,1980,0.507396459579468,3,1,0,0,0,0,7,5.5,NA,4.80000019073486,5.93262004852295,78.5999984741211,34.6430015563965,47.4832305908203,-2.54312372207642,-2.52896523475647,19.878137588501,1792.30004882812,1604.5,82,"DNK",5,208,40,10.5,16.8,12.7,113100,0.79,0.818,0.79,0.818,0.423,0.567,0.449,0.592,26,442,0,0.61,0,999,0,NA,15,0.33,15,0.98,67,62,15.65
"180","Denmark",1981,5,"Jorgensen V",512,17.1641807556152,73.7183532714844,10.4347801208496,14.541410446167,63.31786,17.927462890625,-0.886903822422028,11.767388343811,100,2,0,83.1999969482422,796,1,1981,0.757396459579468,3,1,0,0,0,0,7.09999990463257,5.59999990463257,NA,4.90000009536743,NA,79.9000015258789,44.8530006408691,58.182056427002,-5.76578092575073,-4.02149486541748,20.0295810699463,1852.09997558594,1615.5,NA,"DNK",5,208,40.4,10.8,16.9,12.6,122300,0.784,0.813,0.784,0.813,0.42,0.569,0.443,0.589,26,442,0,0.63,0,999,0,0.98,16,0.33,16,0.98,67,62,15.75
"181","Denmark",1982,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DNK",5,208,41.4,11.4,17.2,12.8,135700,0.823,0.838,0.823,0.838,NA,NA,NA,NA,26,442,0,0.65,0,999,0,NA,17,0.33,17,0.98,67,62,16
"182","Denmark",1983,5,"Schluter I",513,16.9374198913574,72.3950271606445,9.74328136444092,14.8261003494263,64.44463,18.38879296875,2.65185713768005,6.90822887420654,0,2,0,83.1999969482422,487,0,1983,1.47928988933563,-1.40909075737,0.227272734045982,0.060606062412262,0,0.318181812763214,0.393939405679703,6.90000009536743,5.30000019073486,NA,5.19999980926514,NA,80.8000030517578,69.2620010375977,82.3209533691406,-3.90303897857666,-2.67401194572449,14.9978647232056,1920.90002441406,1645.19995117188,NA,"DNK",5,208,39.4,11.2,15.1,13.1,145000,0.792,0.852,0.792,0.852,0.456,0.614,0.491,0.635,52,442,0,0.66,0,108,1,0.97,18,0.33,18,0.97,67,62,15.85
"183","Denmark",1984,5,"Schluter I",513,16.5842990875244,73.9593505859375,8.86672306060791,14.9426002502441,66.71917,18.799244140625,4.16557693481445,6.29078245162964,0,2,0,88.4000015258789,487,0,1984,1.96893489360809,-1.40909075737,0.227272734045982,0.060606062412262,0,0.318181812763214,0.393939405679703,6.80000019073486,5.09999990463257,NA,4.80000019073486,NA,79.3000030517578,71.8580017089844,83.7246475219727,1.73090314865112,2.11660766601562,14.427206993103,1977.59997558594,1695,NA,"DNK",5,208,39.9,11.7,14.9,13.3,152100,0.754,0.795,0.753,0.794,0.48,0.628,0.515,0.652,52,442,0,0.71,0,108,1,0.98,19,0.33,19,0.93,67,62,15.95
"184","Denmark",1985,5,"Schluter II",514,15.8236799240112,75.1410827636719,7.79565000534058,15.0867795944214,65.4249,19.462111328125,4.0244345664978,4.67874574661255,0,2,0,88.4000015258789,1339,1,1985,2.55621290206909,0.552439510822296,0.103896103799343,0.064935065805912,0,0.28571429848671,0.545454561710358,6.90000009536743,5.09999990463257,NA,4.19999980926514,NA,78.1999969482422,69.9390029907227,81.1264266967773,4.18969535827637,3.51776385307312,11.5812673568726,2007,1726.5,83,"DNK",5,208,38.9,11.6,14.8,12.5,159700,0.736,0.779,0.736,0.779,0.486,0.642,0.529,0.668,52,442,0,0.71,0,108,1,0.98,20,0.33,20,0.99,67,67,15.9
"185","Denmark",1986,5,"Schluter II",514,15.0738401412964,67.3664093017578,6.03261518478394,15.2596597671509,66.12348,21.319140625,4.94924068450928,3.67818713188171,0,2,0,88.4000015258789,1339,1,1986,3.25,0.552439510822296,0.103896103799343,0.064935065805912,0,0.28571429848671,0.545454561710358,6.69999980926514,4.80000019073486,0.800000011920929,3.70000004768372,5.85677003860474,77.4000015258789,67.2600021362305,78.1708297729492,9.01113510131836,7.83269691467285,10.0512104034424,2067,1799.19995117188,NA,"DNK",5,208,38.9,11.5,14.7,12.7,167300,0.723,0.767,0.723,0.767,0.5,0.655,0.536,0.681,52,442,0,0.71,0,108,1,0.98,21,0.33,21,1,67,67,16.05
"186","Denmark",1987,5,"Schluter II",514,15.7747802734375,63.8457908630371,6.09024715423584,15.3775396347046,65.8633,22.070958984375,0.28993684053421,4.01998996734619,0,2,0,86.6999969482422,1339,1,1987,4.05621290206909,0.552439510822296,0.103896103799343,0.064935065805912,0,0.28571429848671,0.545454561710358,6.69999980926514,5,0.800000011920929,3.70000004768372,6.09280014038086,75,64.3479995727539,74.6820755004883,7.83773899078369,6.43076944351196,11.2845897674561,2023.30004882812,1752,NA,"DNK",5,208,37.3,11,14.4,11.9,180400,0.645,0.688,0.645,0.688,0.474,0.581,0.503,0.603,52,442,0,0.71,0,112,0,0.98,22,0.33,22,NA,67,67,16.2
"187","Denmark",1988,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35960006713867,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DNK",5,208,36.8,10.8,14.2,11.7,189400,0.64,0.691,0.64,0.691,0.475,0.567,0.504,0.588,52,442,0,0.7,0,91,0,0.98,23,0.33,23,1,67,67,16.05
"188","Denmark",1989,5,"Schluter IV",515,17.8068695068359,69.7235336303711,8.15057945251465,15.5507898330688,67.19006,22.056158203125,0.572900414466858,4.77272748947144,0,2,0,85.6999969482422,928,0,1989,5.97929000854492,0,0,0,0,0.477611929178238,0.52238804101944,7.19999980926514,5,0.800000011920929,4.30000019073486,5.8653998374939,75.5999984741211,61.0989990234375,71.2267379760742,4.44971227645874,5.24379587173462,9.70635414123535,2054.80004882812,1751.40002441406,NA,"DNK",5,208,37.9,11.1,14.5,12.3,192700,0.682,0.727,0.684,0.728,0.51,0.613,0.54,0.636,52,442,0,NA,0,91,0,0.98,24,0.33,24,1,67,67,16.15
"189","Denmark",1990,5,"Schluter IV",515,16.9582271575928,69.7076568603516,8.33822345733643,15.5847797393799,67.12978,23.03845703125,1.60744369029999,2.6416003704071,0,2,0,81.4000015258789,928,0,1990,7.07840251922607,0,0,0,0,0.477611929178238,0.52238804101944,7.30000019073486,4.69999980926514,0.699999988079071,4.19999980926514,NA,75.3000030517578,62.3880004882812,72.1545715332031,2.71766543388367,3.89707088470459,10.6287412643433,2071.30004882812,1755.5,84,"DNK",5,208,36.4,11.3,13,12.1,198500,0.68,0.728,0.681,0.728,0.51,0.613,0.542,0.639,52,442,0,0.71,13,52,0,0.98,25,0.33,25,1,67,67,15.95
"190","Denmark",1991,5,"Schluter V",516,17.4272022247314,71.6530838012695,9.10000324249268,15.5792198181152,66.87033,22.89094140625,1.30042707920074,2.39515328407288,24.1533336639404,2,0,81.4000015258789,769,1,1991,8.25739669799805,2.33245205879211,0,0,0,0.491525411605835,0.508474588394165,7.40000009536743,4.69999980926514,0.899999976158142,4.5,5.60722017288208,75.8000030517578,63.2859992980957,73.0772933959961,1.23621428012848,2.77678251266479,9.26248073577881,2104.89990234375,1762.69995117188,NA,"DNK",5,208,36.5,11.4,12.9,12.2,205200,0.673,0.722,0.673,0.723,0.507,0.621,0.543,0.65,52,442,0,0.72,13,52,0,0.98,26,0.33,26,NA,67,67,16.2
"191","Denmark",1992,5,"Schluter V",516,17.8761196136475,69.4611129760742,9.026291847229,15.5403900146484,67.68565,23.84084375,1.97546052932739,2.0960419178009,24.1533336639404,2,0,81.4000015258789,769,1,1992,9.50739669799805,2.33245205879211,0,0,0,0.491525411605835,0.508474588394165,7.40000009536743,4.69999980926514,1,4.69999980926514,NA,75.8000030517578,67.8339996337891,77.2560348510742,0.91838139295578,2.64222884178162,8.98746490478516,2131.60009765625,1762.5,NA,"DNK",5,208,37.2,12.3,12.9,12,212700,0.666,0.723,0.667,0.723,0.501,0.611,0.54,0.641,52,442,0,0.78,13,52,0,0.98,27,0.33,27,1,67,67,16.05
"192","Denmark",1993,5,"Schluter V",516,18.9099903106689,68.0383834838867,10.7200002670288,15.4609098434448,68.67817,23.555052734375,-0.0896050408482552,1.25786161422729,24.1533336639404,2,0,81.4000015258789,769,1,1993,10.8195266723633,2.33245205879211,0,0,0,0.491525411605835,0.508474588394165,7.5,5,1.20000004768372,5.30000019073486,7.7854700088501,77.3000030517578,79.6679992675781,92.3731307983398,-0.01140589825809,2.48560261726379,7.30279350280762,2151.89990234375,1757.40002441406,NA,"DNK",5,208,37.4,12.6,12.9,11.9,217400,0.662,0.717,0.664,0.718,0.505,0.613,0.551,0.649,52,442,0,0.8,13,52,0,0.98,28,0.33,28,1.01,67,67,15.8
"193","Denmark",1994,5,"Rasmussen N I",517,20.0199604034424,70.1363906860352,8.0363941192627,15.3638601303101,68.46669,24.831521484375,5.52539682388306,1.99201416969299,78.8499984741211,2,0,84.3000030517578,610,1,1994,12.184910774231,15.958412706852,0.876404464244843,0.0449438206851482,0,0.0786516889929771,0,8.39999961853027,4.80000019073486,1.70000004768372,4.90000009536743,7.47188997268677,77.5,76.5199966430664,85.756950378418,0.213318049907684,1.65338838100433,7.82543420791626,2153.39990234375,1749.30004882812,NA,"DNK",5,208,38.3,13.2,13.1,12.1,224500,0.682,0.723,0.682,0.724,0.502,0.626,0.556,0.669,52,364,0,0.84,13,52,0,0.99,29,0.33,29,1,67,67,16.1
"194","Denmark",1995,5,"Rasmussen N II",518,19.5031108856201,70.9663619995117,6.99163198471069,15.2307901382446,68.58154,25.90253515625,3.06517553329468,2.08360528945923,82.5350036621094,2,0,84.3000030517578,825,1,1995,13.5946741104126,6.1929180547595,0.893333315849304,0,0,0.106666669249535,0,8.39999961853027,4.59999990463257,1.89999997615814,4.40000009536743,7.47103023529053,77,74.8730010986328,81.735481262207,0.597521424293518,0.975351572036743,8.27013778686523,2160.69995117188,1784.59997558594,84,"DNK",5,208,37.4,13.1,12.9,11.5,240410,0.647,0.69,0.647,0.69,0.477,0.596,0.533,0.641,52,364,0,0.85,13,52,0,0.99,30,0.33,30,1.01,67,67,15.85
"195","Denmark",1996,5,"Rasmussen N II",518,18.9058685302734,70.7509613037109,6.84498500823975,15.0909900665283,69.77693,26.47483984375,2.83454513549805,2.12629961967468,82.5350036621094,2,0,84.3000030517578,825,1,1996,15.0399408340454,6.1929180547595,0.893333315849304,0,0,0.106666669249535,0,8.19999980926514,4.59999990463257,1.79999995231628,4.09999990463257,7.8849401473999,77.4000015258789,72.8600006103516,79.1274871826172,1.20496904850006,1.12108898162842,7.19292974472046,2170,1816,NA,"DNK",5,208,37,12.7,12.8,11.5,249200,0.638,0.683,0.639,0.683,0.47,0.587,0.528,0.634,52,260,0,NA,13,52,0,0.99,31,0.33,31,1.01,67,67,16.15
"196","Denmark",1997,5,"Rasmussen N III",519,17.9227657318115,73.7967987060547,5.39995813369751,14.9901103973389,70.1357,27.543416015625,3.19845414161682,2.18216705322266,89.0849990844727,2,0,84.3000030517578,436,1,1997,16.5118350982666,6.12244892120361,0.885714292526245,0,0,0.114285714924335,0,7.90000009536743,4.59999990463257,1.70000004768372,3.79999995231628,NA,75.5999984741211,69.0550003051758,74.7562484741211,2.32809567451477,1.59375023841858,6.26117515563965,2166,1821.5,84,"DNK",5,208,36.5,12.4,12.7,11.3,257000,0.631,0.672,0.631,0.672,0.464,0.577,0.526,0.627,52,260,0,0.83,13,52,0,0.99,32,0.33,32,1.01,67,67,16.3
"197","Denmark",1998,5,"Rasmussen N III",519,17.3990535736084,74.2249221801758,5.03722095489502,14.9119997024536,69.92049,28.21702734375,2.16045618057251,1.84565126895905,89.0849990844727,2,0,86,436,1,1998,18.0014801025391,6.12244892120361,0.885714292526245,0,0,0.114285714924335,0,7.59999990463257,4.90000009536743,1.70000004768372,3.40000009536743,8.10673046112061,75.5,64.0039978027344,72.4018707275391,2.57757067680359,1.64938223361969,5.03993320465088,2171.30004882812,1820,NA,"DNK",5,208,36.2,12.4,12.6,11.2,268600,0.617,0.656,0.616,0.655,0.451,0.56,0.516,0.612,52,260,0,0.84,13,52,0,0.99,33,0.33,33,1.01,67,67,16.6
"198","Denmark",1999,5,"Rasmussen N IV",520,16.8407535552979,76.2721633911133,5.14221715927124,14.8527402877808,69.85967,29.32771484375,2.56045150756836,2.49779486656189,87.1233367919922,2,0,86,1357,1,1999,19.5,8.35372924804688,0.899999976158142,0,0,0.100000001490116,0,7.40000009536743,5.69999980926514,1.89999997615814,3.09999990463257,7.93116998672485,74.9000015258789,60.867000579834,67.0552444458008,3.73629760742188,2.76978421211243,4.91720008850098,2161.60009765625,1819.09997558594,NA,"DNK",5,208,36,12.1,12.6,11.2,274200,0.616,0.66,0.616,0.66,0.454,0.569,0.523,0.625,52,208,0,0.83,13,52,0,0.99,34,0.33,34,0.97,67,67,16.55
"199","Denmark",2000,5,"Rasmussen N IV",520,16.2141418457031,86.9795532226562,4.47687721252441,14.8170204162598,71.1251,31.23815234375,3.52865600585938,2.90327715873718,87.1233367919922,2,0,86,1357,1,2000,21,8.35372924804688,0.899999976158142,0,0,0.100000001490116,0,7.09999990463257,5.59999990463257,1.89999997615814,3,8.08434963226318,74.1999969482422,54.8089981079102,60.3999481201172,4.25985908508301,2.55507397651672,5.66013336181641,2155.19995117188,1824.19995117188,NA,"DNK",5,208,35.9,12.1,12.6,11.2,284894,0.608,0.655,0.607,0.654,0.452,0.571,0.521,0.627,52,208,0,0.83,13,52,0,0.99,35,0.33,35,1.01,67,67,16.75
